schema_name,object_name,object_type,owner,comment,estimated_rows,responsibility,lifecycle,dependencies,dependents
mart,format_percent_2,FUNCTION,postgres,将比率原始数值格式化为两位小数百分比，输入值可大于1。例如0.1972返回19.72%，9.625返回962.50%。仅用于展示，不用于后续数学计算。,,MART_INTERNAL,ACTIVE,,
mart,generate_daily_action_items,FUNCTION,postgres,V1.1 每日行动生成器（后台）：消费异常/机会/观察事件 → RISK/OPPORTUNITY/WATCH 三类行动项；冷却=更新原卡；幂等。,,MART_PUBLIC,ACTIVE,mart.anomaly_event;mart.anomaly_rule;mart.daily_action_item;mart.opportunity_event;mart.priority_entity_weight,
mart,get_account_contribution,FUNCTION,postgres,账号贡献度；分母使用deal权威scope TOTAL，自营覆盖缺口明确提示。,,MART_PUBLIC,ACTIVE,mart.analysis_metric_whitelist,
mart,get_account_period_summary,FUNCTION,postgres,账号区间汇总，仅用于具体账号/合作剩余桶拆分，不用于重建全店或自营TOTAL。,,MART_PUBLIC,ACTIVE,core.douyin_account_daily;meta.shop,
mart,get_advertising_diagnosis,FUNCTION,postgres,V1.1 投放诊断（复用快照投放指标；平台=跨店加权，单店=原口径）。,,MART_PUBLIC,ACTIVE,mart.diagnostic_metric_rule,
mart,get_advertising_period_summary,FUNCTION,postgres,V1.0.1 投放经营汇总：一次返回10项投放指标+coverage。仅ad_period=不限参与；综合费比/效率为加权源比率，禁止AVG。,,MART_PUBLIC,ACTIVE,core.douyin_deal_daily;meta.shop,
mart,get_anomalies,FUNCTION,postgres,V1.1 异常查询（按平台/区间/域/实体/严重度/状态过滤）。,,MART_PUBLIC,ACTIVE,mart.anomaly_event;mart.anomaly_rule,
mart,get_anomaly_summary,FUNCTION,postgres,V1.1 异常汇总（按域×类型统计事件数/严重度/影响额）。,,MART_PUBLIC,ACTIVE,mart.anomaly_event;mart.anomaly_rule,
mart,get_audience_period_summary,FUNCTION,postgres,人群区间汇总。默认carrier_type=全部（阶段0.5已验证60/60匹配合法TOTAL）；复购用户复购率缺基础字段，多日返回NULL。,,MART_PUBLIC,ACTIVE,core.douyin_audience_daily;meta.shop,
mart,get_business_contribution,FUNCTION,postgres,经营范围贡献度；分母固定deal全店权威TOTAL。,,MART_PUBLIC,ACTIVE,mart.analysis_metric_whitelist,
mart,get_business_period_summary,FUNCTION,postgres,,,MART_PUBLIC,ACTIVE,core.douyin_deal_daily;meta.shop,
mart,get_business_report,FUNCTION,postgres,"抖音日报/周报数据模板 V1.0 报表：三板块(抖音整体/抖音弹动官方旗舰店/抖音弹动个人护理旗舰店)×六行(整体/自营直播/自营商品/达人直播/达人短视频/橱窗)。
指标：成交金额=SUM(user_pay_amount)、成交退款金额=SUM(refund_amount_pay_time)、结算金额=SUM(settlement_amount)、
退款率=退款金额/成交金额、投放消耗=SUM(ad_spend_shop_promoted)、投放费比=SUM(ad_spend_shop_bound)/SUM(settlement_amount)。
防重口径：仅取 ad_period=不限(平台汇总行)。比率返回小数。无利润计算。",,MART_PUBLIC,ACTIVE,core.douyin_deal_daily,
mart,get_carrier_period_summary,FUNCTION,postgres,载体/渠道区间拆分。按account_channel逐桶返回，不承担全店TOTAL；special_overlap行明确禁止与明细混SUM。,,MART_PUBLIC,ACTIVE,core.douyin_carrier_daily;meta.shop,
mart,get_category_contribution,FUNCTION,postgres,类目贡献度；类目层级域分母与deal全店分母同时返回，不强行统一平台口径。,,MART_PUBLIC,ACTIVE,mart.analysis_metric_whitelist,
mart,get_category_period_summary,FUNCTION,postgres,类目区间汇总，强制按category_level隔离父子层级，禁止不同层级混SUM。成交笔单价/次数转化率缺基础字段，多日返回NULL。,,MART_PUBLIC,ACTIVE,core.douyin_category_daily;meta.shop,
mart,get_content_period_summary,FUNCTION,postgres,内容区间拆分；当前真实样本仅验证商品卡载体，不伪造短视频/直播内容数据。,,MART_PUBLIC,ACTIVE,core.douyin_content_daily;meta.shop,
mart,get_daily_action_list,FUNCTION,postgres,,,MART_PUBLIC,ACTIVE,mart.daily_action_item,
mart,get_daily_business_brief,FUNCTION,postgres,,,MART_PUBLIC,ACTIVE,mart.daily_action_item,
mart,get_daily_opportunity_priorities,FUNCTION,postgres,,,MART_PUBLIC,ACTIVE,mart.daily_action_item,
mart,get_daily_risk_priorities,FUNCTION,postgres,,,MART_PUBLIC,ACTIVE,mart.daily_action_item,
mart,get_data_coverage,FUNCTION,postgres,,,MART_PUBLIC,ACTIVE,core.douyin_deal_daily;meta.shop,
mart,get_diagnostic_entity_metrics,FUNCTION,postgres,,,MART_PUBLIC,ACTIVE,mart.diagnostic_metric_rule,
mart,get_diagnostic_result,FUNCTION,postgres,,,MART_PUBLIC,ACTIVE,mart.diagnostic_result;mart.diagnostic_type,
mart,get_diagnostic_snapshot,FUNCTION,postgres,V1.1 统一诊断快照（SECURITY DEFINER，固定 search_path；agent_readonly 可执行；内部 _diag_* 不对外）。,,MART_PUBLIC,ACTIVE,mart.diagnostic_entity_rule;meta.shop,
mart,get_diagnostic_supported_metrics,FUNCTION,postgres,V1.1 支持的诊断指标目录（全部已注册且 diagnostic_enabled=true 的指标）。,,MART_PUBLIC,ACTIVE,mart.diagnostic_metric_rule,
mart,get_entity_anomalies,FUNCTION,postgres,V1.1 单实体异常查询（域+实体名过滤）。,,MART_PUBLIC,ACTIVE,mart.anomaly_event;mart.anomaly_rule,
mart,get_entity_opportunity,FUNCTION,postgres,V1.1 单实体机会（域+实体名过滤）。,,MART_PUBLIC,ACTIVE,mart.opportunity_event;mart.opportunity_type,
mart,get_funnel_diagnosis,FUNCTION,postgres,V1.1 漏斗诊断：曝光→点击→成交→退款 各环节变化（缺字段跳过，不跨domain补数）。,,MART_PUBLIC,ACTIVE,mart.diagnostic_metric_rule,
mart,get_growth_opportunities,FUNCTION,postgres,,,MART_PUBLIC,ACTIVE,mart.opportunity_event;mart.opportunity_type,
mart,get_master_product_members,FUNCTION,postgres,V1.3 Master Product 跨店成员（平台/店铺/平台商品ID/状态/有效期）。,,MART_PUBLIC,ACTIVE,meta.platform_product_mapping;meta.shop,
mart,get_master_product_period_summary,FUNCTION,postgres,V1.3 跨店 Master Product 经营汇总（仅 CONFIRMED 成员；返回 mapped_shop_count/unmapped_member_count/mapping_complete）。,,MART_PUBLIC,ACTIVE,core.douyin_product_daily;meta.master_product;meta.platform_product_mapping;meta.product_line;meta.shop,
mart,get_masterdata_quality,FUNCTION,postgres,V1.3 主数据质量指标（GMV覆盖率/数量覆盖率/品线归属率/冲突数/高价值未映射数）。,,MART_PUBLIC,ACTIVE,core.douyin_product_daily;mart.product_mapping_conflicts;mart.unmapped_products;meta.master_product;meta.platform_product_mapping,
mart,get_opportunity_summary,FUNCTION,postgres,,,MART_PUBLIC,ACTIVE,mart.opportunity_event;mart.opportunity_type,
mart,get_platform_business_period_summary,FUNCTION,postgres,V1.3 平台整体经营汇总：范围=enabled且platform_code匹配的店铺；可加指标SUM、比例分子/分母重算、效率加权；coverage含启用/覆盖/缺失店铺数与日期完整性。成交人数=各店之和（跨店不去重）。,,MART_PUBLIC,ACTIVE,core.douyin_deal_daily;meta.platform;meta.shop,
mart,get_platform_diagnostic_snapshot,FUNCTION,postgres,V1.3 平台整体诊断快照：对象=抖音整体，指标=平台汇总口径（18项），带 shop coverage 与数据状态。,,MART_PUBLIC,ACTIVE,meta.platform,
mart,get_price_band_period_summary,FUNCTION,postgres,价格带区间汇总。6个价格带经阶段0.5验证为互斥分桶，可安全SUM重建店铺用户支付金额。,,MART_PUBLIC,ACTIVE,core.douyin_price_band_daily;meta.shop,
mart,get_product_contribution,FUNCTION,postgres,商品贡献度；同时返回product域占比与全店占比，明确分母口径。,,MART_PUBLIC,ACTIVE,mart.analysis_metric_whitelist,
mart,get_product_line_members,FUNCTION,postgres,V1.3 品线成员：品线 → Master Product → 已确认映射数/店铺覆盖。,,MART_PUBLIC,ACTIVE,meta.master_product;meta.platform_product_mapping;meta.product_line,
mart,get_product_line_period_summary,FUNCTION,postgres,V1.3 品线跨店汇总（expected/mapped/unmapped 成员数 + 店铺覆盖 + mapping_complete/data_coverage_complete）。,,MART_PUBLIC,ACTIVE,core.douyin_product_daily;meta.master_product;meta.platform_product_mapping;meta.product_line;meta.shop,
mart,get_product_period_summary,FUNCTION,postgres,商品区间汇总。默认carrier_type=全部，直接使用平台独立TOTAL；禁止用商品卡/图文/直播/短视频明细重建全部。,,MART_PUBLIC,ACTIVE,core.douyin_product_daily;meta.shop,
mart,get_shop_contribution,FUNCTION,postgres,V1.3 店铺贡献度：单店值/平台总额/贡献占比（本期+上期+变化）。仅支持可加指标（默认 user_pay_amount）。,,MART_PUBLIC,ACTIVE,core.douyin_deal_daily;meta.platform;meta.shop,
mart,get_terminal_period_summary,FUNCTION,postgres,终端区间汇总；terminal_type=整体为合法TOTAL，调用方不得将整体与明细终端再相加。,,MART_PUBLIC,ACTIVE,core.douyin_terminal_daily;meta.shop,
mart,period_scope_rule,FUNCTION,postgres,阶段2 Scope稳定适配层。规则来自阶段0/0.5真实数据验证；平台TOTAL优先，不通过父子明细重建。,,MART_INTERNAL,ACTIVE,,
mart,previous_period,FUNCTION,postgres,阶段3固定环比窗口：本期N天，对比紧邻之前N天。,,MART_INTERNAL,ACTIVE,,
mart,rank_accounts,FUNCTION,postgres,账号排名；默认排除aggregate_bucket，避免把更多账号聚合桶当具体账号。,,MART_PUBLIC,ACTIVE,mart.analysis_metric_whitelist,
mart,rank_audiences,FUNCTION,postgres,人群排名；默认carrier=全部合法TOTAL。,,MART_PUBLIC,ACTIVE,mart.analysis_metric_whitelist,
mart,rank_carriers,FUNCTION,postgres,载体排名；使用deal合法TOTAL Scope，避免carrier_daily层级重叠。,,MART_PUBLIC,ACTIVE,mart.analysis_metric_whitelist,
mart,rank_categories,FUNCTION,postgres,类目排名；强制同一category_level内比较，父子层级不混排。,,MART_PUBLIC,ACTIVE,mart.analysis_metric_whitelist,
mart,rank_master_products,FUNCTION,postgres,V1.3 Master Product 跨店排名（仅 CONFIRMED 成员；与店铺内 rank_products 并存）。,,MART_PUBLIC,ACTIVE,core.douyin_product_daily;meta.master_product;meta.platform_product_mapping;meta.product_line;meta.shop,
mart,rank_price_bands,FUNCTION,postgres,价格带排名；6个价格带已验证互斥。,,MART_PUBLIC,ACTIVE,mart.analysis_metric_whitelist,
mart,rank_products,FUNCTION,postgres,商品排名/增长/下降/排名变化；默认carrier=全部的平台独立TOTAL；过滤商品时先全量排名再过滤，保留真实名次。,,MART_PUBLIC,ACTIVE,core.douyin_product_daily;mart.analysis_metric_whitelist;meta.shop,
mart,resolve_diagnostic_period,FUNCTION,postgres,V1.1 诊断周期解析：等长前置对比。previous_end = current_start - 1。,,MART_INTERNAL,ACTIVE,mart.diagnostic_period_rule,
mart,resolve_master_product,FUNCTION,postgres,"V1.3 查商品归属：平台+店铺+平台商品ID+业务日期 → Master Product/品线/状态。
当前抖音源无 SKU 维度（SKU_SOURCE_NOT_AVAILABLE），SKU 优先规则在真实 SKU 数据接入后启用。",,MART_PUBLIC,ACTIVE,meta.master_product;meta.platform_product_mapping;meta.product_line;meta.shop,
mart,resolve_scope,FUNCTION,postgres,Scope Resolver：将经营语义（全店/自营/合作/载体/组合）解析为真实过滤条件；TOTAL优先平台合法口径，禁止父级+子级SUM。,,MART_INTERNAL,ACTIVE,,
mart,scope_daily,FUNCTION,postgres,按经营语义查询每日数据（使用deal_daily合法TOTAL/明细口径）。,,MART_INTERNAL,ACTIVE,core.douyin_deal_daily;meta.shop,
meta,audit_mapping,FUNCTION,postgres,,,AUDIT,INTERNAL,audit.masterdata_change_log,
meta,audit_masterdata,FUNCTION,postgres,,,AUDIT,INTERNAL,audit.masterdata_change_log,
meta,check_chinese_coverage,FUNCTION,postgres,中文可读层覆盖率检查：对象/字段覆盖率、冲突数、重名列数。,,MASTER_DATA,INTERNAL,meta.database_object_dictionary,
meta,gen_master_product_code,FUNCTION,postgres,,,MASTER_DATA,INTERNAL,,
meta,gen_master_sku_code,FUNCTION,postgres,,,MASTER_DATA,INTERNAL,,
meta,refresh_chinese_views,FUNCTION,postgres,中文View刷新机制：仅读取字典元数据，仅在中文数据Schema内重建View；存在冲突则停止。,,MASTER_DATA,INTERNAL,meta.database_object_dictionary,
